shipping_id,order_id,shipping_date,shipping_address,shipping_method
70,9065,2024-11-20,Address_70,Express
71,11840,2024-08-23,Address_71,Express
72,13461,2024-05-22,Address_72,Standard
73,16711,2024-01-14,Address_73,Standard
74,1067,2024-11-18,Address_74,Standard
75,15047,2024-07-02,Address_75,Express
76,9535,2024-11-28,Address_76,Express
77,2155,2024-04-26,Address_77,Standard
78,1182,2024-03-18,Address_78,Express
79,2949,2024-03-08,Address_79,Express
80,5819,2024-03-22,Address_80,Standard
81,15646,2024-09-26,Address_81,Express
82,5953,2024-11-06,Address_82,Standard
83,6712,2024-02-04,Address_83,Express
84,14870,2024-01-05,Address_84,Standard
85,11328,2024-12-09,Address_85,Standard
86,1070,2024-02-10,Address_86,Express
87,13514,2024-07-03,Address_87,Standard
88,2537,2024-05-14,Address_88,Standard
89,5161,2024-12-19,Address_89,Standard
90,16548,2024-08-31,Address_90,Express
91,13557,2024-05-05,Address_91,Express
92,5769,2024-01-19,Address_92,Standard
93,3371,2024-06-25,Address_93,Express
94,3260,2024-12-29,Address_94,Express
95,7306,2024-05-31,Address_95,Standard
96,15000,2024-08-09,Address_96,Express
97,8369,2024-06-26,Address_97,Express
98,9150,2024-04-03,Address_98,Standard
99,9450,2024-07-14,Address_99,Express
100,1080,2024-04-17,Address_100,Express
101,15121,2024-05-05,Address_101,Standard
102,8530,2024-10-15,Address_102,Express
103,9560,2024-06-04,Address_103,Standard
104,9147,2024-10-28,Address_104,Standard
105,15228,2024-12-23,Address_105,Standard
106,9899,2024-08-23,Address_106,Standard
107,1835,2024-09-13,Address_107,Express
108,5884,2024-09-23,Address_108,Express
109,5127,2024-05-14,Address_109,Express
110,5661,2024-07-14,Address_110,Express
111,3968,2024-05-02,Address_111,Express
112,6687,2024-07-02,Address_112,Express
113,8639,2024-09-19,Address_113,Express
114,15103,2024-08-23,Address_114,Standard
115,7954,2024-03-18,Address_115,Express
116,941,2024-03-30,Address_116,Express
117,13239,2024-10-25,Address_117,Express
118,14731,2024-03-02,Address_118,Express
119,12601,2024-08-11,Address_119,Standard
120,12469,2024-02-24,Address_120,Express
121,14881,2024-09-06,Address_121,Standard
122,12161,2024-11-22,Address_122,Standard
123,5312,2024-02-01,Address_123,Express
124,11486,2024-02-17,Address_124,Express
125,12724,2024-02-07,Address_125,Standard
126,16629,2024-02-21,Address_126,Standard
127,15287,2024-07-25,Address_127,Standard
128,13915,2024-05-22,Address_128,Express
129,3569,2024-02-11,Address_129,Standard
130,14626,2024-08-09,Address_130,Express
131,1064,2024-04-03,Address_131,Standard
132,2538,2024-10-15,Address_132,Standard
133,16529,2024-07-19,Address_133,Standard
134,6904,2024-11-12,Address_134,Standard
135,1511,2024-11-06,Address_135,Express
136,10083,2024-08-14,Address_136,Express
137,13323,2024-10-18,Address_137,Standard
138,9872,2024-05-13,Address_138,Standard
139,7326,2024-09-26,Address_139,Standard
140,14502,2024-01-10,Address_140,Express
141,16782,2024-06-13,Address_141,Standard
142,14020,2024-12-09,Address_142,Standard
143,13613,2024-09-14,Address_143,Express
144,17604,2024-12-07,Address_144,Express
145,4190,2024-01-21,Address_145,Express
146,16723,2024-07-19,Address_146,Standard
147,6512,2024-08-15,Address_147,Express
148,700,2024-04-14,Address_148,Express
149,16975,2024-03-27,Address_149,Express
150,17505,2024-11-10,Address_150,Standard
151,12687,2024-05-27,Address_151,Express
152,349,2024-02-03,Address_152,Express
153,10709,2024-11-30,Address_153,Standard
154,17296,2024-06-03,Address_154,Express
155,1369,2024-10-18,Address_155,Express
156,10652,2024-06-13,Address_156,Standard
157,14346,2024-09-24,Address_157,Express
158,10835,2024-03-16,Address_158,Express
159,14234,2024-12-03,Address_159,Express
160,11084,2024-09-07,Address_160,Standard
161,11687,2024-03-04,Address_161,Express
162,13906,2024-03-08,Address_162,Express
163,15080,2024-05-19,Address_163,Standard
164,16566,2024-08-14,Address_164,Standard
165,7499,2024-02-20,Address_165,Express
166,15363,2024-10-04,Address_166,Standard
167,8071,2024-04-02,Address_167,Standard
168,15520,2024-08-09,Address_168,Express
169,10584,2024-03-18,Address_169,Express
170,17077,2024-05-29,Address_170,Standard
171,6879,2024-12-18,Address_171,Express
172,8630,2024-11-08,Address_172,Standard
173,5034,2024-10-31,Address_173,Standard
174,15813,2024-01-17,Address_174,Express
175,6337,2024-07-23,Address_175,Standard
176,5321,2024-09-18,Address_176,Standard
177,1982,2024-07-11,Address_177,Standard
178,1292,2024-02-14,Address_178,Express
179,5676,2024-09-01,Address_179,Standard
180,8805,2024-02-01,Address_180,Express
181,13453,2024-11-26,Address_181,Standard
182,12658,2024-05-26,Address_182,Standard
183,15195,2024-08-01,Address_183,Standard
184,677,2024-11-09,Address_184,Express
185,7571,2024-11-03,Address_185,Standard
186,2829,2024-11-08,Address_186,Standard
187,11277,2024-05-01,Address_187,Express
188,2223,2024-01-09,Address_188,Standard
189,16303,2024-03-07,Address_189,Standard
190,12128,2024-02-19,Address_190,Express
191,13302,2024-10-19,Address_191,Standard
192,3965,2024-06-05,Address_192,Express
193,7804,2024-04-06,Address_193,Express
194,9796,2024-09-06,Address_194,Express
195,6587,2024-09-30,Address_195,Standard
196,7216,2024-07-23,Address_196,Standard
197,2064,2024-10-12,Address_197,Standard
198,16132,2024-03-05,Address_198,Standard
199,10390,2024-01-25,Address_199,Standard
200,16699,2024-07-15,Address_200,Express
201,10559,2024-08-11,Address_201,Express
202,9397,2024-01-21,Address_202,Express
203,4086,2024-05-19,Address_203,Standard
204,7503,2024-09-21,Address_204,Standard
205,4668,2024-11-17,Address_205,Standard
206,393,2024-06-04,Address_206,Standard
207,12201,2024-10-10,Address_207,Standard
208,9692,2024-01-25,Address_208,Standard
209,8585,2024-03-31,Address_209,Express
210,4469,2024-07-02,Address_210,Standard
211,10885,2024-12-28,Address_211,Standard
212,10456,2024-02-05,Address_212,Standard
213,7373,2024-03-19,Address_213,Express
214,10653,2024-11-28,Address_214,Express
215,7365,2024-01-06,Address_215,Express
216,7968,2024-06-09,Address_216,Express
217,6702,2024-04-12,Address_217,Standard
218,11746,2024-12-07,Address_218,Express
219,1955,2024-11-03,Address_219,Express
220,2205,2024-12-25,Address_220,Standard
221,5752,2024-11-27,Address_221,Express
222,11924,2024-06-23,Address_222,Standard
223,9148,2024-02-09,Address_223,Express
224,4209,2024-06-29,Address_224,Standard
225,5353,2024-10-27,Address_225,Express
226,1868,2024-12-09,Address_226,Express
227,11427,2024-08-27,Address_227,Express
228,6291,2024-04-12,Address_228,Standard
229,13683,2024-02-01,Address_229,Standard
230,10141,2024-06-29,Address_230,Standard
231,760,2024-04-26,Address_231,Standard
232,902,2024-01-29,Address_232,Express
233,13535,2024-08-07,Address_233,Standard
234,9456,2024-10-07,Address_234,Express
235,2925,2024-06-27,Address_235,Standard
236,571,2024-10-25,Address_236,Express
237,5427,2024-08-08,Address_237,Standard
238,14359,2024-01-25,Address_238,Standard
239,10403,2024-11-27,Address_239,Standard
240,3358,2024-08-03,Address_240,Express
241,11655,2024-07-28,Address_241,Express
242,13974,2024-02-21,Address_242,Express
243,8762,2024-11-08,Address_243,Standard
244,309,2024-10-31,Address_244,Express
245,2406,2024-08-21,Address_245,Express
246,4391,2024-11-19,Address_246,Express
247,2139,2024-05-08,Address_247,Express
248,12406,2024-11-30,Address_248,Express
249,8262,2024-04-27,Address_249,Standard
250,15682,2024-06-29,Address_250,Standard
251,11158,2024-08-02,Address_251,Express
252,422,2024-01-27,Address_252,Express
253,7622,2024-03-12,Address_253,Express
254,7326,2024-08-03,Address_254,Express
255,3656,2024-08-03,Address_255,Standard
256,9398,2024-08-06,Address_256,Express
257,14510,2024-10-22,Address_257,Standard
258,1510,2024-03-06,Address_258,Express
259,5626,2024-02-23,Address_259,Standard
260,14818,2024-03-25,Address_260,Express
261,14530,2024-12-14,Address_261,Express
262,9586,2024-12-15,Address_262,Standard
263,4471,2024-10-25,Address_263,Express
264,9010,2024-08-26,Address_264,Express
265,3877,2024-12-01,Address_265,Express
266,850,2024-08-22,Address_266,Express
267,13760,2024-04-04,Address_267,Standard
268,9354,2024-01-05,Address_268,Standard
269,7109,2024-02-02,Address_269,Express
270,12502,2024-10-18,Address_270,Standard
271,5818,2024-04-02,Address_271,Express
272,7680,2024-06-30,Address_272,Express
273,16021,2024-06-11,Address_273,Standard
274,4552,2024-09-27,Address_274,Standard
275,12578,2024-11-01,Address_275,Standard
276,15932,2024-02-07,Address_276,Express
277,15186,2024-03-17,Address_277,Standard
278,4013,2024-05-13,Address_278,Standard
279,17125,2024-12-10,Address_279,Express
280,10873,2024-12-14,Address_280,Express
281,2993,2024-03-22,Address_281,Standard
282,8922,2024-11-17,Address_282,Standard
283,8133,2024-12-22,Address_283,Express
284,15583,2024-06-10,Address_284,Express
285,15653,2024-11-08,Address_285,Express
286,13077,2024-01-17,Address_286,Express
287,1501,2024-07-10,Address_287,Standard
288,4131,2024-05-15,Address_288,Express
289,14686,2024-04-03,Address_289,Express
290,14138,2024-07-24,Address_290,Express
291,8310,2024-09-27,Address_291,Express
292,13244,2024-08-16,Address_292,Express
293,8347,2024-10-05,Address_293,Standard
294,5481,2024-05-07,Address_294,Standard
295,16558,2024-10-29,Address_295,Standard
296,3301,2024-02-08,Address_296,Express
297,680,2024-08-14,Address_297,Express
298,4908,2024-11-23,Address_298,Standard
299,12406,2024-10-01,Address_299,Express
300,10009,2024-02-22,Address_300,Standard
301,15738,2024-08-07,Address_301,Express
302,14048,2024-11-18,Address_302,Express
303,3954,2024-02-11,Address_303,Standard
304,13172,2024-02-14,Address_304,Standard
305,12816,2024-05-27,Address_305,Standard
306,6058,2024-07-04,Address_306,Standard
307,15564,2024-12-15,Address_307,Standard
308,8244,2024-09-16,Address_308,Express
309,667,2024-09-22,Address_309,Standard
310,8144,2024-08-06,Address_310,Express
311,2441,2024-09-29,Address_311,Standard
312,12733,2024-10-06,Address_312,Express
313,3055,2024-12-09,Address_313,Express
314,16702,2024-10-04,Address_314,Express
315,9915,2024-04-26,Address_315,Express
316,14066,2024-07-19,Address_316,Standard
317,15222,2024-08-15,Address_317,Standard
318,1156,2024-02-14,Address_318,Standard
319,930,2024-09-07,Address_319,Standard
320,5432,2024-04-22,Address_320,Express
321,4115,2024-05-23,Address_321,Standard
322,15723,2024-05-06,Address_322,Standard
323,16337,2024-11-16,Address_323,Standard
324,12713,2024-11-22,Address_324,Standard
325,1295,2024-04-20,Address_325,Express
326,139,2024-07-22,Address_326,Express
327,15460,2024-08-08,Address_327,Express
328,1614,2024-01-27,Address_328,Standard
329,661,2024-05-04,Address_329,Standard
330,12991,2024-12-24,Address_330,Express
331,15767,2024-06-21,Address_331,Express
332,15290,2024-09-28,Address_332,Express
333,252,2024-08-10,Address_333,Express
334,4430,2024-02-13,Address_334,Express
335,6854,2024-09-17,Address_335,Standard
336,9282,2024-11-24,Address_336,Standard
337,6715,2024-06-03,Address_337,Express
338,1137,2024-06-13,Address_338,Standard
339,10292,2024-04-23,Address_339,Express
340,6354,2024-10-20,Address_340,Express
341,11360,2024-09-18,Address_341,Standard
342,10739,2024-06-25,Address_342,Standard
343,13030,2024-11-12,Address_343,Standard
344,13955,2024-06-26,Address_344,Express
345,7145,2024-08-01,Address_345,Express
346,10644,2024-04-07,Address_346,Standard
347,5300,2024-07-08,Address_347,Express
348,8662,2024-10-28,Address_348,Express
349,6461,2024-12-15,Address_349,Express
350,1721,2024-03-04,Address_350,Standard
351,13555,2024-06-25,Address_351,Standard
352,7339,2024-08-23,Address_352,Standard
353,3371,2024-10-10,Address_353,Standard
354,4861,2024-01-25,Address_354,Express
355,6294,2024-09-16,Address_355,Express
356,8362,2024-11-09,Address_356,Standard
357,1235,2024-01-19,Address_357,Express
358,2903,2024-09-20,Address_358,Standard
359,2043,2024-01-27,Address_359,Standard
360,7935,2024-04-10,Address_360,Express
361,8265,2024-01-13,Address_361,Express
362,9105,2024-09-28,Address_362,Standard
363,963,2024-11-15,Address_363,Express
364,7313,2024-07-16,Address_364,Standard
365,10096,2024-02-10,Address_365,Standard
366,4322,2024-10-16,Address_366,Standard
367,10336,2024-10-15,Address_367,Express
368,4893,2024-11-22,Address_368,Standard
369,2002,2024-08-31,Address_369,Express
370,1357,2024-03-16,Address_370,Standard
371,610,2024-12-04,Address_371,Express
372,8654,2024-08-21,Address_372,Express
373,7108,2024-08-03,Address_373,Express
374,4197,2024-01-27,Address_374,Express
375,8044,2024-08-28,Address_375,Express
376,9259,2024-06-03,Address_376,Express
377,6130,2024-03-20,Address_377,Standard
378,4688,2024-01-21,Address_378,Express
379,17331,2024-09-23,Address_379,Express
380,14741,2024-05-27,Address_380,Express
381,10078,2024-12-21,Address_381,Express
382,9914,2024-03-06,Address_382,Standard
383,443,2024-05-10,Address_383,Standard
384,11379,2024-08-24,Address_384,Express
385,4978,2024-04-16,Address_385,Standard
386,16922,2024-07-29,Address_386,Standard
387,16598,2024-06-01,Address_387,Standard
388,11162,2024-09-26,Address_388,Express
389,11645,2024-11-30,Address_389,Standard
390,13648,2024-08-13,Address_390,Express
391,13387,2024-11-07,Address_391,Express
392,5658,2024-01-10,Address_392,Standard
393,13315,2024-06-30,Address_393,Standard
394,6198,2024-12-05,Address_394,Standard
395,11976,2024-01-05,Address_395,Express
396,10650,2024-11-28,Address_396,Express
397,17037,2024-03-07,Address_397,Express
398,1531,2024-11-24,Address_398,Standard
399,15115,2024-09-16,Address_399,Standard
400,9795,2024-02-18,Address_400,Standard
401,3687,2024-08-08,Address_401,Standard
402,8656,2024-04-23,Address_402,Standard
403,6490,2024-08-12,Address_403,Express
404,4414,2024-02-08,Address_404,Standard
405,14427,2024-12-16,Address_405,Standard
406,1582,2024-09-14,Address_406,Express
407,5097,2024-04-17,Address_407,Standard
408,8537,2024-06-05,Address_408,Standard
409,2003,2024-05-11,Address_409,Express
410,15418,2024-01-15,Address_410,Standard
411,790,2024-03-19,Address_411,Standard
412,1903,2024-07-27,Address_412,Express
413,6903,2024-06-06,Address_413,Express
414,17344,2024-06-19,Address_414,Standard
415,1194,2024-09-03,Address_415,Standard
416,9343,2024-05-08,Address_416,Express
417,4233,2024-02-16,Address_417,Express
418,1392,2024-02-08,Address_418,Standard
419,477,2024-04-26,Address_419,Standard
420,1531,2024-08-18,Address_420,Express
421,14984,2024-03-17,Address_421,Standard
422,16038,2024-01-30,Address_422,Express
423,16952,2024-07-08,Address_423,Express
424,13511,2024-08-16,Address_424,Express
425,2055,2024-01-21,Address_425,Standard
426,16257,2024-11-22,Address_426,Express
427,1784,2024-10-05,Address_427,Standard
428,7508,2024-08-27,Address_428,Standard
429,8678,2024-10-09,Address_429,Standard
430,7562,2024-09-12,Address_430,Standard
431,7420,2024-01-20,Address_431,Express
432,4583,2024-03-08,Address_432,Express
433,193,2024-04-22,Address_433,Standard
434,12533,2024-05-02,Address_434,Standard
435,17491,2024-12-06,Address_435,Express
436,2033,2024-02-11,Address_436,Standard
437,520,2024-08-24,Address_437,Express
438,8841,2024-03-22,Address_438,Standard
439,2414,2024-08-08,Address_439,Standard
440,2039,2024-10-18,Address_440,Standard
441,17032,2024-09-09,Address_441,Express
442,14,2024-12-14,Address_442,Standard
443,7527,2024-02-26,Address_443,Standard
444,8061,2024-11-10,Address_444,Express
445,4396,2024-01-05,Address_445,Standard
446,6957,2024-03-26,Address_446,Standard
447,5242,2024-12-27,Address_447,Express
448,6159,2024-10-29,Address_448,Standard
449,14936,2024-03-21,Address_449,Express
450,2294,2024-03-01,Address_450,Standard
451,16118,2024-11-21,Address_451,Standard
452,7414,2024-09-30,Address_452,Express
453,5091,2024-04-21,Address_453,Standard
454,10037,2024-07-23,Address_454,Express
455,2533,2024-04-19,Address_455,Standard
456,9331,2024-10-18,Address_456,Standard
457,9107,2024-06-26,Address_457,Express
458,3193,2024-04-04,Address_458,Standard
459,13153,2024-10-09,Address_459,Standard
460,13992,2024-06-02,Address_460,Express
461,15590,2024-02-25,Address_461,Express
462,16662,2024-03-09,Address_462,Standard
463,527,2024-02-02,Address_463,Standard
464,9482,2024-03-19,Address_464,Express
465,15553,2024-12-18,Address_465,Standard
466,9351,2024-08-25,Address_466,Express
467,12204,2024-05-19,Address_467,Standard
468,2266,2024-07-09,Address_468,Express
469,5665,2024-09-04,Address_469,Express
470,5890,2024-07-31,Address_470,Standard
471,16015,2024-09-14,Address_471,Express
472,2579,2024-04-26,Address_472,Standard
473,15869,2024-06-03,Address_473,Standard
474,3235,2024-02-21,Address_474,Standard
475,3114,2024-04-13,Address_475,Standard
476,3617,2024-06-06,Address_476,Standard
477,584,2024-07-18,Address_477,Express
478,8496,2024-03-27,Address_478,Express
479,1176,2024-04-12,Address_479,Express
480,4108,2024-06-27,Address_480,Standard
481,11610,2024-01-17,Address_481,Standard
482,11713,2024-01-24,Address_482,Express
483,16826,2024-09-30,Address_483,Express
484,16062,2024-12-10,Address_484,Express
485,10843,2024-01-11,Address_485,Standard
486,3500,2024-02-18,Address_486,Standard
487,10340,2024-10-07,Address_487,Express
488,15191,2024-12-07,Address_488,Express
489,4877,2024-09-25,Address_489,Express
490,10226,2024-07-17,Address_490,Standard
491,7043,2024-12-23,Address_491,Standard
492,13942,2024-01-04,Address_492,Standard
493,5319,2024-05-26,Address_493,Standard
494,10530,2024-06-08,Address_494,Express
495,2256,2024-06-06,Address_495,Express
496,8547,2024-05-26,Address_496,Standard
497,11691,2024-02-20,Address_497,Express
498,4943,2024-07-21,Address_498,Express
499,12331,2024-02-10,Address_499,Standard
500,16812,2024-08-14,Address_500,Standard
501,11907,2024-06-08,Address_501,Express
502,11733,2024-01-24,Address_502,Express
503,3713,2024-04-21,Address_503,Express
504,8518,2024-06-27,Address_504,Standard
505,2385,2024-03-21,Address_505,Standard
506,5274,2024-03-26,Address_506,Express
507,16684,2024-12-07,Address_507,Express
508,13006,2024-02-05,Address_508,Standard
509,2951,2024-11-13,Address_509,Standard
510,6124,2024-02-04,Address_510,Standard
511,11794,2024-10-09,Address_511,Standard
512,1640,2024-03-16,Address_512,Standard
513,15076,2024-07-20,Address_513,Standard
514,8340,2024-02-28,Address_514,Standard
515,13473,2024-11-07,Address_515,Standard
516,4769,2024-02-05,Address_516,Standard
517,12824,2024-11-02,Address_517,Standard
518,5653,2024-06-01,Address_518,Express
519,16531,2024-12-29,Address_519,Express
520,14113,2024-02-01,Address_520,Express
521,4133,2024-04-24,Address_521,Express
522,7558,2024-02-14,Address_522,Standard
523,11816,2024-05-10,Address_523,Express
524,177,2024-07-07,Address_524,Standard
525,10311,2024-08-28,Address_525,Standard
526,14668,2024-03-21,Address_526,Express
527,11171,2024-08-17,Address_527,Express
528,10341,2024-02-01,Address_528,Standard
529,14782,2024-06-26,Address_529,Express
530,2924,2024-07-20,Address_530,Express
531,3420,2024-06-20,Address_531,Express
532,5509,2024-05-11,Address_532,Express
533,15894,2024-05-18,Address_533,Express
534,15166,2024-01-12,Address_534,Standard
535,1453,2024-10-26,Address_535,Express
536,14291,2024-09-10,Address_536,Express
537,8056,2024-03-08,Address_537,Express
538,4002,2024-09-20,Address_538,Express
539,6473,2024-10-31,Address_539,Express
540,13914,2024-06-01,Address_540,Standard
541,3227,2024-10-10,Address_541,Express
542,8796,2024-06-07,Address_542,Standard
543,7555,2024-10-27,Address_543,Express
544,14685,2024-08-01,Address_544,Express
545,7100,2024-05-10,Address_545,Express
546,9204,2024-06-26,Address_546,Express
547,2966,2024-03-03,Address_547,Express
548,8821,2024-04-03,Address_548,Standard
549,9265,2024-01-07,Address_549,Standard
550,15998,2024-12-11,Address_550,Express
551,16982,2024-08-21,Address_551,Express
552,8364,2024-03-10,Address_552,Standard
553,12073,2024-03-29,Address_553,Standard
554,7664,2024-02-26,Address_554,Express
555,16568,2024-11-21,Address_555,Express
556,323,2024-02-22,Address_556,Standard
557,1929,2024-12-09,Address_557,Standard
558,12119,2024-08-09,Address_558,Express
559,16447,2024-07-25,Address_559,Express
560,4060,2024-10-19,Address_560,Standard
561,2704,2024-08-16,Address_561,Standard
562,6361,2024-10-21,Address_562,Express
563,7018,2024-10-25,Address_563,Express
564,11986,2024-03-22,Address_564,Express
565,851,2024-10-06,Address_565,Express
566,9511,2024-09-05,Address_566,Express
567,5419,2024-09-13,Address_567,Standard
568,13100,2024-04-14,Address_568,Standard
569,10841,2024-09-28,Address_569,Express
570,15191,2024-02-02,Address_570,Standard
571,11778,2024-09-24,Address_571,Standard
572,560,2024-02-03,Address_572,Express
573,8679,2024-01-08,Address_573,Standard
574,425,2024-07-07,Address_574,Standard
575,11888,2024-05-02,Address_575,Express
576,8215,2024-12-05,Address_576,Standard
577,15553,2024-03-18,Address_577,Standard
578,14638,2024-06-26,Address_578,Express
579,16029,2024-06-08,Address_579,Express
580,10069,2024-08-15,Address_580,Express
581,11556,2024-03-23,Address_581,Standard
582,10335,2024-03-10,Address_582,Standard
583,3923,2024-10-18,Address_583,Standard
584,6376,2024-11-07,Address_584,Standard
585,13945,2024-02-10,Address_585,Express
586,12767,2024-01-14,Address_586,Standard
587,14569,2024-06-25,Address_587,Express
588,10611,2024-08-05,Address_588,Express
589,5725,2024-05-30,Address_589,Express
590,8474,2024-11-13,Address_590,Standard
591,5774,2024-07-06,Address_591,Express
592,17557,2024-06-13,Address_592,Standard
593,300,2024-12-27,Address_593,Express
594,7107,2024-02-25,Address_594,Express
595,6621,2024-04-16,Address_595,Standard
596,9477,2024-02-28,Address_596,Standard
597,15628,2024-08-21,Address_597,Express
598,1731,2024-11-17,Address_598,Standard
599,9857,2024-07-19,Address_599,Express
600,14539,2024-05-22,Address_600,Standard
601,15979,2024-02-19,Address_601,Express
602,4116,2024-06-22,Address_602,Express
603,3835,2024-09-18,Address_603,Standard
604,8281,2024-11-24,Address_604,Express
605,6122,2024-05-19,Address_605,Express
606,1019,2024-12-11,Address_606,Standard
607,2701,2024-08-14,Address_607,Standard
608,6301,2024-04-10,Address_608,Standard
609,11934,2024-05-26,Address_609,Express
610,14823,2024-07-08,Address_610,Standard
611,16984,2024-09-27,Address_611,Express
612,8837,2024-03-15,Address_612,Express
613,124,2024-10-21,Address_613,Standard
614,17320,2024-12-13,Address_614,Express
615,11996,2024-03-03,Address_615,Express
616,8619,2024-07-28,Address_616,Express
617,17220,2024-05-22,Address_617,Express
618,16964,2024-12-29,Address_618,Express
619,10196,2024-05-17,Address_619,Express
620,16836,2024-12-22,Address_620,Standard
621,5122,2024-10-13,Address_621,Express
622,5540,2024-03-18,Address_622,Standard
623,15640,2024-09-13,Address_623,Standard
624,1509,2024-06-30,Address_624,Express
625,16464,2024-05-05,Address_625,Standard
626,17355,2024-03-11,Address_626,Standard
627,2311,2024-06-09,Address_627,Standard
628,8345,2024-01-13,Address_628,Express
629,9375,2024-07-29,Address_629,Standard
630,17393,2024-01-09,Address_630,Standard
631,6757,2024-08-22,Address_631,Express
632,7855,2024-11-01,Address_632,Express
633,11878,2024-04-14,Address_633,Standard
634,645,2024-07-19,Address_634,Express
635,3537,2024-08-25,Address_635,Express
636,16502,2024-12-12,Address_636,Standard
637,14058,2024-05-30,Address_637,Express
638,2865,2024-05-15,Address_638,Express
639,8970,2024-04-09,Address_639,Express
640,16766,2024-03-18,Address_640,Standard
641,2965,2024-08-23,Address_641,Standard
642,11969,2024-06-17,Address_642,Express
643,2834,2024-03-05,Address_643,Standard
644,9303,2024-11-05,Address_644,Express
645,5992,2024-07-05,Address_645,Express
646,1283,2024-05-26,Address_646,Standard
647,16847,2024-11-01,Address_647,Express
648,2522,2024-01-27,Address_648,Express
649,5680,2024-12-07,Address_649,Express
650,3720,2024-07-24,Address_650,Express
651,7317,2024-02-29,Address_651,Standard
652,4529,2024-09-16,Address_652,Standard
653,3957,2024-06-04,Address_653,Express
654,14102,2024-06-13,Address_654,Standard
655,14919,2024-03-25,Address_655,Standard
656,15307,2024-08-31,Address_656,Standard
657,4373,2024-09-23,Address_657,Express
658,6317,2024-11-09,Address_658,Express
659,12597,2024-01-05,Address_659,Express
660,5380,2024-01-03,Address_660,Standard
661,16011,2024-12-01,Address_661,Express
662,1898,2024-06-27,Address_662,Standard
663,12071,2024-12-22,Address_663,Standard
664,4908,2024-09-17,Address_664,Express
665,16081,2024-11-19,Address_665,Standard
666,10926,2024-09-02,Address_666,Standard
667,12062,2024-07-10,Address_667,Standard
668,2568,2024-04-13,Address_668,Standard
669,3798,2024-04-28,Address_669,Express
670,10628,2024-01-29,Address_670,Standard
671,12254,2024-08-07,Address_671,Standard
672,3602,2024-01-20,Address_672,Express
673,7459,2024-08-27,Address_673,Express
674,10821,2024-09-08,Address_674,Express
675,8221,2024-09-06,Address_675,Standard
676,16130,2024-01-04,Address_676,Standard
677,5575,2024-11-28,Address_677,Express
678,11082,2024-08-20,Address_678,Express
679,14834,2024-12-22,Address_679,Express
680,12486,2024-05-30,Address_680,Express
681,15366,2024-12-28,Address_681,Standard
