item_id,order_id,item_name,category,price
170,8104,Item_170,Sports,185.77376986475417
171,241,Item_171,Books,55.999886563745974
172,6633,Item_172,Electronics,237.6028668404272
173,951,Item_173,Sports,246.9025035157089
174,17452,Item_174,Clothing,471.55235258126197
175,16253,Item_175,Sports,48.59190536186892
176,7350,Item_176,Sports,126.70105318970536
177,10520,Item_177,Electronics,409.52023856474096
178,11250,Item_178,Electronics,135.85213005308506
179,7435,Item_179,Clothing,463.4313197347276
180,10129,Item_180,Electronics,177.04796814734954
181,4544,Item_181,Sports,416.7984524848801
182,17230,Item_182,Clothing,330.16184661126215
183,3509,Item_183,Sports,137.52025706952517
184,13631,Item_184,Sports,258.0358224105007
185,10430,Item_185,Sports,193.15251105612094
186,11844,Item_186,Clothing,456.2474597859189
187,5840,Item_187,Electronics,472.545320130764
188,12444,Item_188,Books,498.62206695465693
189,9802,Item_189,Clothing,439.2999473411021
190,7808,Item_190,Electronics,462.21876394620676
191,16796,Item_191,Sports,320.46756860980315
192,9419,Item_192,Books,243.77357449214438
193,813,Item_193,Sports,307.78771630289094
194,1444,Item_194,Books,423.076321273182
195,7991,Item_195,Clothing,376.92327413347033
196,15433,Item_196,Clothing,45.46144922604418
197,2704,Item_197,Sports,275.8331791240563
198,5886,Item_198,Books,203.03911723563627
199,13937,Item_199,Home,142.0826472691663
200,17095,Item_200,Sports,183.05877815305402
201,6072,Item_201,Home,176.60588000320564
202,134,Item_202,Clothing,91.47865111073958
203,584,Item_203,Sports,259.2360888224496
204,14007,Item_204,Books,489.81973794099
205,3263,Item_205,Clothing,143.70021129436947
206,5706,Item_206,Home,108.11506123800787
207,13624,Item_207,Electronics,331.023502516986
208,3079,Item_208,Sports,126.9604441560985
209,14410,Item_209,Home,360.3690456122046
210,16362,Item_210,Books,312.5537629941893
211,13730,Item_211,Home,461.6059797641446
212,5109,Item_212,Clothing,124.0963432996831
213,5894,Item_213,Clothing,429.39377928458833
214,16050,Item_214,Home,357.40351412954516
215,16803,Item_215,Sports,223.20255969364325
216,5792,Item_216,Electronics,150.3879404470007
217,5989,Item_217,Clothing,124.34756151779045
218,11087,Item_218,Clothing,223.54158230762837
219,7413,Item_219,Clothing,174.6040018321741
220,6385,Item_220,Books,306.1834970686836
221,9063,Item_221,Clothing,204.8094686967302
222,12609,Item_222,Clothing,118.6372803219935
223,617,Item_223,Home,400.1943468113958
224,2357,Item_224,Electronics,223.89607380507928
225,14144,Item_225,Electronics,260.72599350937304
226,5316,Item_226,Electronics,340.59182443641004
227,15865,Item_227,Sports,118.97295347426792
228,12937,Item_228,Electronics,174.61495189717743
229,9340,Item_229,Books,113.59787009468927
230,16434,Item_230,Clothing,325.3463557483947
231,7898,Item_231,Books,429.0882679160714
232,3864,Item_232,Clothing,206.14977504735273
233,2529,Item_233,Sports,95.78566773735514
234,4629,Item_234,Home,379.4001097874432
235,16154,Item_235,Home,498.8196668340965
236,2285,Item_236,Books,104.6170140668297
237,3604,Item_237,Electronics,119.17960658664747
238,16860,Item_238,Clothing,392.25982224213305
239,14170,Item_239,Clothing,184.4779080996977
240,17543,Item_240,Sports,375.73850981639356
241,4157,Item_241,Electronics,168.99992136805173
242,13022,Item_242,Sports,373.9379056745569
243,2953,Item_243,Sports,361.2373285997559
244,12495,Item_244,Home,405.4566239259915
245,3580,Item_245,Clothing,403.86327638233377
246,7125,Item_246,Sports,40.528232745786305
247,16969,Item_247,Sports,338.45860198306127
248,11079,Item_248,Sports,220.49260257807921
249,319,Item_249,Sports,375.42159388897437
250,10092,Item_250,Home,470.39741394067187
251,11005,Item_251,Clothing,217.67386083478695
252,1667,Item_252,Books,106.02831376885236
253,9067,Item_253,Clothing,306.01000823150673
254,4364,Item_254,Electronics,71.37877972691531
255,7394,Item_255,Home,90.15187522021199
256,2737,Item_256,Home,476.46012112483993
257,16706,Item_257,Books,74.60825654426623
258,11679,Item_258,Electronics,304.632549544686
259,514,Item_259,Clothing,396.13918509734117
260,5214,Item_260,Clothing,246.90989698469744
261,16933,Item_261,Home,365.75719825647445
262,4589,Item_262,Sports,289.1393058734531
263,5414,Item_263,Home,499.14095603190367
264,9400,Item_264,Books,44.35264747106943
265,4662,Item_265,Sports,119.67718558915499
266,14863,Item_266,Electronics,287.85304454905923
267,14723,Item_267,Electronics,258.35596960369435
268,7985,Item_268,Electronics,51.295835354393645
269,3497,Item_269,Books,276.29732255661776
270,9643,Item_270,Home,59.02994203430016
271,8263,Item_271,Clothing,347.0724116045836
272,3373,Item_272,Clothing,327.84672218759715
273,857,Item_273,Books,37.91706109723605
274,14587,Item_274,Books,235.95991896378365
275,11000,Item_275,Books,357.0213359442832
276,2251,Item_276,Home,401.34020702205004
277,5062,Item_277,Books,23.03012971524316
278,3876,Item_278,Electronics,236.34472329696914
279,3542,Item_279,Clothing,493.87225721287103
280,15361,Item_280,Home,194.95877859023022
281,9924,Item_281,Sports,269.39045035397754
282,17598,Item_282,Home,153.10947904482185
283,727,Item_283,Sports,32.258724871155046
284,985,Item_284,Clothing,452.2794142956155
285,5748,Item_285,Books,317.55410942664497
286,11856,Item_286,Sports,263.9493823679205
287,2447,Item_287,Books,406.43600056384975
288,13277,Item_288,Electronics,77.79849454656774
289,13780,Item_289,Sports,435.15366541020285
290,16413,Item_290,Books,306.68923814144875
291,8468,Item_291,Clothing,355.6795929614091
292,6215,Item_292,Clothing,312.233661338258
293,16604,Item_293,Clothing,412.4050443233657
294,5352,Item_294,Sports,397.39700647804597
295,10771,Item_295,Sports,288.0708752850912
296,14615,Item_296,Sports,420.8146645258886
297,3987,Item_297,Clothing,393.7886473627337
298,11256,Item_298,Electronics,254.1949993695087
299,1383,Item_299,Sports,51.66156416327124
300,9496,Item_300,Clothing,434.26707480294266
301,857,Item_301,Clothing,190.81298819910904
302,11960,Item_302,Electronics,410.5608414397384
303,15264,Item_303,Electronics,387.2919180257937
304,1256,Item_304,Books,47.090615617322975
305,8124,Item_305,Electronics,139.78411180217577
306,13756,Item_306,Home,414.6292548964797
307,12770,Item_307,Books,293.35867114962434
308,7854,Item_308,Clothing,164.70613701371846
309,15950,Item_309,Books,83.36213127666981
310,14036,Item_310,Sports,219.32506717521258
311,14059,Item_311,Home,315.9147314663186
312,3459,Item_312,Electronics,179.43906630747455
313,12782,Item_313,Clothing,302.6641562679062
314,7488,Item_314,Home,407.2227258999079
315,2556,Item_315,Books,138.98980647421183
316,8605,Item_316,Books,49.33333876959811
317,4578,Item_317,Clothing,93.9623978623457
318,7001,Item_318,Clothing,122.44443895596595
319,15361,Item_319,Home,69.12998541279909
320,4911,Item_320,Electronics,205.97084226149508
321,2626,Item_321,Electronics,166.65966819265796
322,11735,Item_322,Books,194.92347099890773
323,2629,Item_323,Home,183.2832901170171
324,4277,Item_324,Home,128.14365371414473
325,3813,Item_325,Sports,322.15417710035643
326,3439,Item_326,Clothing,124.72895462065071
327,16892,Item_327,Electronics,465.98575797764187
328,1409,Item_328,Home,162.74775048896555
329,13957,Item_329,Clothing,476.8317837335532
330,17219,Item_330,Books,99.00872682718148
331,14264,Item_331,Electronics,47.63979765415916
332,1669,Item_332,Home,157.2820721587666
333,4641,Item_333,Books,164.5012964729781
334,7006,Item_334,Sports,405.21788102545787
335,11496,Item_335,Sports,387.67559442375403
336,11747,Item_336,Sports,96.90555503459917
337,3064,Item_337,Books,461.7039642431684
338,10047,Item_338,Electronics,180.31213289470756
339,3111,Item_339,Books,493.7012611310646
340,3409,Item_340,Books,482.78333511006775
341,6301,Item_341,Home,140.09197003636496
342,3622,Item_342,Sports,228.27796572215243
343,12803,Item_343,Electronics,423.22657958321065
344,16703,Item_344,Home,154.44072710630948
345,12387,Item_345,Electronics,227.27389045988298
346,7694,Item_346,Sports,100.34506741134578
347,580,Item_347,Home,251.04343262462928
348,16554,Item_348,Clothing,140.440133259592
349,461,Item_349,Electronics,61.333437869226515
350,5257,Item_350,Electronics,347.2035543310696
351,16407,Item_351,Sports,182.04081874943788
352,14121,Item_352,Electronics,268.2397642721745
353,5837,Item_353,Books,279.2661389283154
354,10664,Item_354,Books,297.33371050247035
355,15028,Item_355,Home,386.45202571295374
356,8388,Item_356,Clothing,360.24252119400734
357,5688,Item_357,Home,380.8835187625497
358,12179,Item_358,Clothing,406.9365846654899
359,15409,Item_359,Books,200.5912488912003
360,11463,Item_360,Books,397.8538862872227
361,4231,Item_361,Sports,182.62573017469265
362,15132,Item_362,Books,210.9938032842331
363,10718,Item_363,Books,451.6628910322117
364,1701,Item_364,Electronics,339.31696004417796
365,3688,Item_365,Sports,128.55861003122212
366,2926,Item_366,Clothing,334.45885310681535
367,7986,Item_367,Electronics,80.96566170431628
368,2840,Item_368,Electronics,133.95690164148195
369,10825,Item_369,Home,32.81372339314531
370,10638,Item_370,Sports,341.8418941235997
371,8162,Item_371,Home,474.33085885367325
372,3317,Item_372,Books,466.9386697955295
373,6420,Item_373,Books,404.9251343825498
374,9295,Item_374,Clothing,84.29659062922892
375,1086,Item_375,Books,422.78683914771864
376,17055,Item_376,Electronics,6.436392197111952
377,6551,Item_377,Home,458.59662072705055
378,8169,Item_378,Electronics,353.46731969757457
379,4266,Item_379,Electronics,91.63708942390497
380,9820,Item_380,Sports,284.28831846524224
381,3037,Item_381,Clothing,315.3485440620313
382,282,Item_382,Sports,137.7310991819316
383,15933,Item_383,Sports,426.3248692060701
384,982,Item_384,Books,258.8177918175252
385,9217,Item_385,Books,284.3859260483993
386,12612,Item_386,Sports,443.6253377625251
387,9745,Item_387,Clothing,329.0559484409838
388,14696,Item_388,Sports,297.0440284525506
389,8551,Item_389,Electronics,67.34223947786161
390,16704,Item_390,Clothing,273.1259919407677
391,11139,Item_391,Electronics,457.3952883020483
392,14254,Item_392,Clothing,305.22743216518086
393,9157,Item_393,Clothing,145.89030511279407
394,16832,Item_394,Books,415.29547158289995
395,16837,Item_395,Sports,219.9986863126153
396,5562,Item_396,Electronics,44.18705893152082
397,10911,Item_397,Clothing,244.19057273680284
398,8234,Item_398,Electronics,381.9533209925869
399,15309,Item_399,Electronics,459.6655917506405
400,15277,Item_400,Electronics,333.93760619163317
401,15454,Item_401,Books,420.1636503279683
402,3973,Item_402,Electronics,376.10934912082007
403,6780,Item_403,Home,95.17659333858751
404,291,Item_404,Electronics,492.16335159141533
405,16447,Item_405,Clothing,32.94132572434172
406,12512,Item_406,Books,140.60055272863121
407,8521,Item_407,Books,382.8859623224195
408,3200,Item_408,Sports,71.33016269106994
409,6093,Item_409,Electronics,286.15442459646624
410,7896,Item_410,Books,317.1825325918364
411,8833,Item_411,Books,345.3017025324735
412,16947,Item_412,Home,84.52215461838848
413,4608,Item_413,Sports,107.68772587162437
414,12951,Item_414,Clothing,66.35801759992322
415,16613,Item_415,Clothing,89.77178903506275
416,16817,Item_416,Sports,417.34738880943223
417,13450,Item_417,Sports,61.29530505953018
418,4351,Item_418,Clothing,203.71345744283167
419,4195,Item_419,Sports,12.636366001790995
420,10574,Item_420,Home,382.9638259371591
421,10249,Item_421,Home,478.8108255003107
422,3401,Item_422,Clothing,153.17288738409042
423,8240,Item_423,Electronics,155.93001251324696
424,4999,Item_424,Electronics,289.1011113107405
425,4508,Item_425,Home,69.90673614421469
426,10028,Item_426,Books,303.0000043539289
427,2162,Item_427,Books,277.3833338497243
428,17061,Item_428,Clothing,202.61684853404833
429,14646,Item_429,Electronics,351.9193731109595
430,17390,Item_430,Clothing,274.08491312995017
431,15951,Item_431,Electronics,422.7647186210985
432,16979,Item_432,Home,364.8680952159149
433,145,Item_433,Books,292.2823617682323
434,17601,Item_434,Electronics,162.04874559591286
435,11583,Item_435,Sports,19.230322773158818
436,10726,Item_436,Sports,188.8071831755875
437,12494,Item_437,Home,387.6504043131535
438,1152,Item_438,Clothing,446.20387614590373
439,6756,Item_439,Clothing,426.2428763056604
440,7620,Item_440,Books,187.90741243209428
441,1675,Item_441,Sports,19.789932660597675
442,7560,Item_442,Sports,469.05550054281457
443,1520,Item_443,Sports,343.40811832960185
444,13973,Item_444,Sports,242.38356432459003
445,12685,Item_445,Electronics,390.3177054707545
446,8752,Item_446,Clothing,49.2715743018222
447,12599,Item_447,Clothing,48.05633247326418
448,9461,Item_448,Books,355.05928157947676
449,15732,Item_449,Electronics,38.47959687159513
450,805,Item_450,Electronics,29.30829458940144
451,16031,Item_451,Electronics,361.53813814590563
452,3186,Item_452,Sports,372.0035782193567
453,4043,Item_453,Clothing,209.33161107358978
454,14113,Item_454,Electronics,198.8472542779985
455,13299,Item_455,Sports,223.8010056960797
456,8228,Item_456,Home,187.65612451483625
457,14267,Item_457,Books,225.8459145122793
458,14982,Item_458,Sports,96.84696638548233
459,4835,Item_459,Home,294.0748008985057
460,12322,Item_460,Home,260.9374520943302
461,9425,Item_461,Home,334.42318139237597
462,7475,Item_462,Electronics,95.37170933883893
463,13899,Item_463,Electronics,48.9964705516031
464,17305,Item_464,Electronics,404.00434634486834
465,1372,Item_465,Books,452.53099771614814
466,8198,Item_466,Books,90.17482618254338
467,12434,Item_467,Books,210.93503154539167
468,15493,Item_468,Electronics,363.97347202966955
469,13642,Item_469,Home,264.605465186782
470,487,Item_470,Home,285.6166894370505
471,4711,Item_471,Sports,174.34811744347417
472,14493,Item_472,Sports,64.38835793002917
473,10619,Item_473,Clothing,480.45221266456673
474,16963,Item_474,Books,372.9874431850463
475,7983,Item_475,Books,163.85556509128452
476,15466,Item_476,Clothing,358.80702085568726
477,6404,Item_477,Clothing,198.42572260225333
478,10706,Item_478,Clothing,101.54364747290846
479,13588,Item_479,Sports,340.5540695861928
480,2664,Item_480,Clothing,208.21107626498693
481,7983,Item_481,Sports,61.992863521003265
482,3042,Item_482,Electronics,170.25903224034204
483,13170,Item_483,Sports,198.51414150368035
484,3048,Item_484,Sports,196.60447771920863
485,12066,Item_485,Sports,288.0159305062097
486,14878,Item_486,Clothing,221.24051440679756
487,1139,Item_487,Electronics,371.49143164460907
488,9672,Item_488,Clothing,313.39979139854535
489,7835,Item_489,Electronics,264.5303962588242
490,15371,Item_490,Books,382.2138079444086
491,11811,Item_491,Clothing,466.1079450993122
492,3313,Item_492,Electronics,116.11912311245605
493,4089,Item_493,Home,396.47365403872766
494,6031,Item_494,Home,218.23441182595846
495,729,Item_495,Clothing,285.6278146943484
496,136,Item_496,Clothing,411.6554069055812
497,8783,Item_497,Clothing,280.0864262782507
498,17421,Item_498,Books,95.22007168121591
499,3124,Item_499,Sports,488.8827419080321
500,5480,Item_500,Home,421.26286247985837
501,1711,Item_501,Sports,57.02264452420651
502,7682,Item_502,Books,89.69163482838641
503,14581,Item_503,Clothing,179.36101265400922
504,15838,Item_504,Electronics,239.22443828370473
505,1589,Item_505,Clothing,85.33662852856031
506,1006,Item_506,Home,227.1472819651598
507,15966,Item_507,Electronics,226.12440069283488
508,5674,Item_508,Sports,132.04194196402167
509,401,Item_509,Clothing,78.04476427903325
510,11969,Item_510,Electronics,84.21750623263554
511,7023,Item_511,Clothing,416.36064458717664
512,4293,Item_512,Electronics,398.68163454474256
513,6872,Item_513,Electronics,14.752366117783938
514,8177,Item_514,Clothing,112.45987089673508
515,157,Item_515,Sports,18.89443204186457
516,790,Item_516,Books,72.91622753290089
517,12834,Item_517,Electronics,43.379487115531354
518,15275,Item_518,Home,382.35996280874565
519,8113,Item_519,Clothing,181.27705191425957
520,12695,Item_520,Electronics,351.87473552318005
521,15264,Item_521,Books,271.46453653681095
522,5192,Item_522,Electronics,126.65399412024252
523,13143,Item_523,Electronics,251.1167777020564
524,10604,Item_524,Electronics,119.8094318567209
525,7163,Item_525,Books,174.978209721462
526,10034,Item_526,Electronics,441.0545186035273
527,4717,Item_527,Books,408.67766216107646
528,16763,Item_528,Clothing,221.78839229680844
529,1164,Item_529,Books,87.97839586544202
530,15205,Item_530,Sports,83.8510623813822
531,2926,Item_531,Home,327.0416880464702
532,7391,Item_532,Sports,249.86016579913218
533,5151,Item_533,Home,269.4570736442404
534,15410,Item_534,Clothing,42.4780758505793
535,11043,Item_535,Electronics,192.78950473853584
536,3130,Item_536,Sports,188.52063762243301
537,5863,Item_537,Sports,138.23029582465193
538,8807,Item_538,Sports,378.9674027698176
539,10132,Item_539,Books,71.28748165470631
540,140,Item_540,Electronics,395.24817818243025
541,6708,Item_541,Home,47.88956096659785
542,9885,Item_542,Clothing,82.10869463619233
543,5455,Item_543,Home,265.44994760379535
544,15257,Item_544,Home,290.9668049814013
545,670,Item_545,Electronics,483.9424349084741
546,1386,Item_546,Sports,304.99172526460575
547,12639,Item_547,Books,284.12075240777983
548,17489,Item_548,Books,98.0588010580064
549,13849,Item_549,Books,47.48718586337307
550,10206,Item_550,Sports,396.1466551564747
551,7928,Item_551,Clothing,387.94179807760236
552,13504,Item_552,Home,214.6955743093247
553,12424,Item_553,Home,43.61822287476003
554,1249,Item_554,Electronics,243.06718214506031
555,2224,Item_555,Electronics,203.4801081727266
556,8782,Item_556,Home,368.9570586790888
557,6731,Item_557,Sports,289.0713700338213
558,3218,Item_558,Sports,74.88347694605945
559,8664,Item_559,Clothing,93.15250369262809
560,14276,Item_560,Home,78.48929270502687
561,7286,Item_561,Home,170.98133225391157
562,11705,Item_562,Sports,143.5583858256709
563,9321,Item_563,Clothing,133.0328718571023
564,3829,Item_564,Books,227.23817809424392
565,9525,Item_565,Books,415.6664032728367
566,17327,Item_566,Electronics,160.0899802197383
567,12616,Item_567,Books,150.45636618086652
568,11293,Item_568,Electronics,235.37223437735832
569,8527,Item_569,Clothing,160.31973616816285
570,13336,Item_570,Clothing,307.11341107375245
571,4569,Item_571,Electronics,38.494484685393175
572,3930,Item_572,Home,117.89440926718035
573,11749,Item_573,Books,376.7397632615595
574,13991,Item_574,Home,433.7820241002148
575,16332,Item_575,Clothing,212.9863458994672
576,3868,Item_576,Electronics,122.69971043267125
577,14563,Item_577,Clothing,179.89795509264215
578,7080,Item_578,Clothing,412.86556718639383
579,2399,Item_579,Electronics,311.7378553936841
580,5258,Item_580,Books,163.44136811067344
581,16999,Item_581,Books,389.08737223853296
582,17569,Item_582,Books,211.60254960259704
583,1230,Item_583,Sports,75.74475822371375
584,16086,Item_584,Electronics,83.70350759745467
585,8737,Item_585,Clothing,491.8645864930344
586,14363,Item_586,Books,105.23747868831802
587,16949,Item_587,Sports,451.34046891604737
588,15898,Item_588,Clothing,397.2751077224895
589,11949,Item_589,Sports,181.2156745846504
590,4231,Item_590,Sports,181.18653811639882
591,1298,Item_591,Books,322.1805579966692
592,825,Item_592,Sports,205.50016249943573
593,5496,Item_593,Home,64.44121706280454
594,7729,Item_594,Electronics,478.9568332972733
595,7001,Item_595,Electronics,199.19139363939794
596,17139,Item_596,Sports,136.72490133349652
597,6339,Item_597,Clothing,47.21985555020971
598,16825,Item_598,Clothing,272.08730992330584
599,16461,Item_599,Sports,214.45014899332995
600,16199,Item_600,Electronics,469.50438707285844
601,3557,Item_601,Clothing,17.039707113408447
602,10209,Item_602,Books,477.265366913337
603,10694,Item_603,Home,442.87777246959445
604,1860,Item_604,Clothing,217.3216957150092
605,2515,Item_605,Clothing,217.2828399780788
606,7381,Item_606,Sports,200.43809127873686
607,14272,Item_607,Home,157.72825707635752
608,927,Item_608,Clothing,357.1832687701024
609,1385,Item_609,Electronics,357.31116616629305
610,1000,Item_610,Electronics,131.00711104464028
611,8125,Item_611,Books,208.780410761497
612,2254,Item_612,Electronics,86.91904753450505
613,127,Item_613,Clothing,417.37386014374175
614,4216,Item_614,Electronics,135.807890278142
615,17420,Item_615,Electronics,330.59981605877505
616,10790,Item_616,Home,447.49092903404267
617,712,Item_617,Electronics,166.4098609305923
618,266,Item_618,Clothing,353.51269988651455
619,8182,Item_619,Clothing,319.93905402910815
620,13645,Item_620,Electronics,236.0342480514345
621,12486,Item_621,Books,400.46630725626596
622,17512,Item_622,Home,364.45579260999006
623,5041,Item_623,Home,358.6664683753724
624,7108,Item_624,Clothing,320.2013558286282
625,10776,Item_625,Home,113.62379901269166
626,8688,Item_626,Home,460.9342533022341
627,6659,Item_627,Books,180.1949973360322
628,16234,Item_628,Home,412.86460133898856
629,4395,Item_629,Books,326.0912061589166
630,14101,Item_630,Electronics,161.00744701914664
631,7993,Item_631,Home,451.77293853730123
632,14352,Item_632,Electronics,51.86711610379918
633,10375,Item_633,Electronics,300.7138056370238
634,5048,Item_634,Sports,328.9337785401048
